用户号,设备号,点播日期,节目名称,点播金额,点播金额.元.,二级目录
10384,11215,20170811,浪花一朵朵(17)(高清),99,0.99,精彩点
10384,11215,20170811,浪花一朵朵(16)(高清),99,0.99,精彩点
10384,11215,20170812,08月05日 中餐厅：黄晓明再掀定价风波(高清),99,0.99,精彩点
10384,11215,20170823,浪花一朵朵(33)(高清),99,0.99,精彩点
10384,11215,20170823,浪花一朵朵(32)(高清),99,0.99,精彩点
10387,10312,20170713,变种章鲨(高清)(恐怖鲨鱼，肆意虐杀),499,4.99,精彩点
10395,10396,20170701,楚乔传(32)(高清),99,0.99,精彩点
10395,10396,20170701,大军师司马懿之军师联盟(03)(高清),99,0.99,精彩点
10395,10396,20170701,大军师司马懿之军师联盟(04)(高清),99,0.99,精彩点
10395,10396,20170701,大军师司马懿之军师联盟(01)(高清),99,0.99,精彩点
10395,10396,20170701,大军师司马懿之军师联盟(02)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(14)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(13)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(11)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(07)(高清),99,0.99,精彩点
10395,10396,20170702,左轮手枪(06)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(15)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(05)(高清),99,0.99,精彩点
10395,10396,20170702,红色通道(01)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(10)(高清),99,0.99,精彩点
10395,10396,20170702,反击(05)(高清),99,0.99,精彩点
10395,10396,20170702,美国司法(高清)(当权力变成绝对),499,4.99,精彩点
10395,10396,20170702,反击(03)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(06)(高清),99,0.99,精彩点
10395,10396,20170702,楚乔传(20)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(08)(高清),99,0.99,精彩点
10395,10396,20170702,反击(04)(高清),99,0.99,精彩点
10395,10396,20170702,大军师司马懿之军师联盟(12)(高清),99,0.99,精彩点
10395,10396,20170702,反击(04)(高清),99,0.99,精彩点
10395,10396,20170703,大军师司马懿之军师联盟(18)(高清),99,0.99,精彩点
10395,10396,20170703,大军师司马懿之军师联盟(20)(高清),99,0.99,精彩点
10395,10396,20170703,反击(08)(高清),99,0.99,精彩点
10395,10396,20170703,大军师司马懿之军师联盟(16)(高清),99,0.99,精彩点
10395,10396,20170703,反击(07)(高清),99,0.99,精彩点
10395,10396,20170703,大军师司马懿之军师联盟(19)(高清),99,0.99,精彩点
10395,10396,20170703,反击(06)(高清),99,0.99,精彩点
10395,10396,20170706,反击(09)(高清),99,0.99,精彩点
10395,10396,20170706,反击(10)(高清),99,0.99,精彩点
10395,10396,20170706,楚乔传(35)(高清),99,0.99,精彩点
10395,10396,20170706,卧底归来(19)(高清),99,0.99,精彩点
10395,10396,20170706,卧底归来(18)(高清),99,0.99,精彩点
10395,10396,20170706,反击(14)(高清),99,0.99,精彩点
10395,10396,20170706,楚乔传(36)(高清),99,0.99,精彩点
10395,10396,20170706,07月02日 花儿与少年 第三季：陈柏霖责任感爆棚(高清),99,0.99,精彩点
10395,10396,20170706,卧底归来(17)(高清),99,0.99,精彩点
10395,10396,20170706,反击(08)(高清),99,0.99,精彩点
10395,10396,20170707,反击(18)(高清),99,0.99,精彩点
10395,10396,20170707,反击(19)(高清),99,0.99,精彩点
10395,10396,20170707,反击(15)(高清),99,0.99,精彩点
10395,10396,20170707,反击(16)(高清),99,0.99,精彩点
10395,10396,20170707,反击(17)(高清),99,0.99,精彩点
10395,10396,20170710,大军师司马懿之军师联盟(28)(高清),99,0.99,精彩点
10395,10396,20170710,大军师司马懿之军师联盟(29)(高清),99,0.99,精彩点
10395,10396,20170822,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
10395,10396,20170916,【NEW】悟空传(高清)(彭于晏版悟空成暴走猴子),999,9.99,院线大片
10395,10396,20170916,女间谍(高清)(“火辣尤物”爆笑救场),999,9.99,院线大片
10395,10396,20170917,【NEW】新木乃伊(高清)(“黑暗宇宙”揭怪物序幕),999,9.99,院线大片
10395,10396,20170930,【NEW】心理罪(高清)(人性贪嗔痴，案情出人意料),999,9.99,院线大片
10395,10396,20170930,生活大爆炸 第八季(17)(高清),99,0.99,热门影视
10395,10396,20170930,生活大爆炸 第八季(16)(高清),99,0.99,热门影视
10395,10396,20170930,生活大爆炸 第八季(18)(高清),99,0.99,热门影视
10395,10396,20170930,生活大爆炸 第八季(15)(高清),99,0.99,热门影视
10396,10119,20170707,【NEW】血狼犬(高清)(狼犬大战震慑心灵),999,9.99,院线大片
10405,11105,20170811,深夜食堂(01)(高清),99,0.99,精彩点
10418,11058,20170811,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
10418,11058,20170821,血狼犬(高清)(狼犬大战震慑心灵),999,9.99,院线大片
10420,10449,20170909,捷德奥特曼(08)(高清),99,0.99,动漫剧场
10420,10449,20170910,捷德奥特曼(05)(高清),99,0.99,动漫剧场
10440,10688,20170703,叶问3(高清)(巅峰对决，延续传奇),799,7.99,热点专题
10440,10688,20170707,门徒(高清)(刘德华吴彦祖，联手缉毒枭),499,4.99,热点专题
10458,10796,20170830,08月25日 中国新歌声 第二季：周董E神上演嘻哈对决(高清),99,0.99,精彩点
10458,10796,20170910,08月18日 超级飞侠二,49,0.49,精彩点
10458,10796,20170927,平凡岁月(26)(高清),99,0.99,精彩点
10458,10796,20170927,平凡岁月(27)(高清),99,0.99,精彩点
10512,10208,20170708,06月16日 奔跑吧：热巴林依晨变暴力姐妹花(高清),99,0.99,精彩点
10512,10208,20170712,打工捱世界Ⅱ(01),99,0.99,精彩点
10512,10208,20170716,07月14日 中国新歌声 第二季：杰伦Eason对唱(高清),99,0.99,精彩点
10512,10208,20170716,07月07日 奔跑吧：奔跑团探班 鹿晗热巴二次元对话萌翻(高清),99,0.99,精彩点
10512,10208,20170722,火星情报局 第二季(13)(高清),99,0.99,精彩点
10512,10208,20170727,我的前半生(03)(高清),99,0.99,精彩点
10512,10208,20170727,我的前半生(04)(高清),99,0.99,精彩点
10512,10208,20170728,我的前半生(06)(高清),99,0.99,精彩点
10512,10208,20170728,我的前半生(05)(高清),99,0.99,精彩点
10512,10208,20170811,08月06日 极限挑战 第三季：五美惊喜空降男人帮(高清),99,0.99,精彩点
10512,10208,20170811,07月07日 奔跑吧：奔跑团探班 鹿晗热巴二次元对话萌翻(高清),99,0.99,精彩点
10512,10208,20170825,08月19日 中餐厅：泰国Mike携友惊喜来袭(高清),99,0.99,精彩点
10512,10208,20170902,07月08日 诗书中华：胡涂兄妹又现神默契(高清),99,0.99,精彩点
10512,10208,20170902,08月27日 极限挑战 第三季：张艺兴雪耻重振皮革厂(高清),99,0.99,精彩点
10512,10208,20170903,08月19日 开心剧乐部：李晨变作战专家(高清),99,0.99,精彩点
10512,10208,20170910,09月02日 开心剧乐部：张凯丽“喜当娘”狂收4位儿女(高清),99,0.99,精彩点
10512,10208,20170917,火星情报局 第二季(12)(高清),99,0.99,精彩点
10512,10208,20170917,09月02日 开心剧乐部：张凯丽“喜当娘”狂收4位儿女(高清),99,0.99,精彩点
10533,10098,20170706,咕噜咕噜美人鱼(高清)(“金鱼姬”大战海妖),499,4.99,精彩点
10533,10098,20170708,漂洋过海来爱你(高清)(中国版“廊桥遗梦”),499,4.99,精彩点
10533,10098,20170709,07月01日 猪猪侠之五灵守卫者,49,0.49,精彩点
10533,10098,20170711,破冰船(高清)(冰山巨创海船危在旦夕),499,4.99,精彩点
10533,10098,20170711,傲慢与偏见与僵尸(高清)(让僵尸当一次理想婚姻的“媒人”),499,4.99,精彩点
10533,10098,20170711,101次求婚(高清)(黄渤逆袭，迎娶林志玲),499,4.99,热点专题
10533,10098,20170713,我的前半生(15)(高清),99,0.99,精彩点
10533,10098,20170714,我的前半生(17)(高清),99,0.99,精彩点
10533,10098,20170719,我的前半生(27)(高清),99,0.99,精彩点
10533,10098,20170719,我的前半生(28)(高清),99,0.99,精彩点
10533,10098,20170720,我的前半生(03)(高清),99,0.99,精彩点
10533,10098,20170720,我的前半生(04)(高清),99,0.99,精彩点
10533,10098,20170720,我的前半生(06)(高清),99,0.99,精彩点
10533,10098,20170722,07月21日 赛尔号之幻梦战记,49,0.49,精彩点
10533,10098,20170722,龙黄蜂(高清)(雨林禁地遇上杀人巨蜂),499,4.99,精彩点
10533,10098,20170723,阿拉丁与神灯(高清)(法式无厘头，笑到飞起),499,4.99,精彩点
10533,10098,20170731,神秘事件(高清)(诡异棺材里的秘密),499,4.99,精彩点
10533,10098,20170731,07月24日 超级飞侠二,49,0.49,精彩点
10533,10098,20170809,07月29日 超级飞侠二,49,0.49,精彩点
10533,10098,20170814,火星情报局 第二季(13)(高清),99,0.99,精彩点
10533,10098,20170824,青禾男高(高清)(景甜、欧豪热血激斗),499,4.99,精彩点
10533,10098,20170825,冰川鲨鱼(高清)(贪婪鲨鱼撞上海底裂缝),499,4.99,精彩点
10533,10098,20170826,灰姑娘(英文版)(高清)(升格的成人童话),499,4.99,精彩点
10533,10098,20170827,人间至味是清欢(18)(高清),99,0.99,精彩点
10533,10098,20170827,花咒(高清)(惊悚外衣下的爱情悲剧),499,4.99,精彩点
10533,10098,20170827,08月12日 超级飞侠三,49,0.49,精彩点
10533,10098,20170830,重返20岁(高清)(鹿晗吉他献唱，帅出新高度),499,4.99,精彩点
10533,10098,20170831,忍者神龟：变种时代(高清)(变形救地球),499,4.99,精彩点
10533,10098,20170901,牧野传奇(高清)(武王姬发大破诛仙阵),499,4.99,精彩点
10533,10098,20170901,美好的意外(高清)(桂纶镁遇陈坤“性情大变”),499,4.99,精彩点
10533,10098,20170904,秦时丽人明月心(01)(高清),99,0.99,精彩点
10533,10098,20170904,07月19日 巨神战击队第三季,49,0.49,精彩点
10533,10098,20170905,07月20日 巨神战击队第三季,49,0.49,精彩点
10533,10098,20170912,07月16日 巨神战击队第三季,49,0.49,精彩点
10533,10098,20170921,07月18日 巨神战击队第三季,49,0.49,精彩点
10534,10807,20170710,【NEW】长城(高清)(鹿晗“回眸杀”，小怂兵逆袭),999,9.99,院线大片
10534,10807,20170903,【NEW】绣春刀II：修罗战场(高清)(张震雷佳音飙戏，优质续作榜样),999,9.99,院线大片
10534,10807,20170910,海底小纵队 特别篇(02)(高清),99,0.99,动漫剧场
10538,10122,20170804,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
10560,10841,20170723,超级飞侠3(26)(高清),99,0.99,动漫剧场
10560,10841,20170903,汪汪队立大功 第一季(02)(高清),49,0.49,动漫剧场
10569,10854,20170820,迪迦奥特曼(03),49,0.49,动漫剧场
10570,10862,20170703,【NEW】嫌疑人X的献身(高清)(王凯开解迷局，中国版结局谁是凶手),999,9.99,院线大片
10570,10862,20170704,赌城群英会(01),99,0.99,精彩点
10570,10862,20170704,【NEW】血狼犬(高清)(狼犬大战震慑心灵),999,9.99,院线大片
10570,10862,20170705,赌城群英会(02),99,0.99,精彩点
10570,10862,20170707,【NEW】喜欢你(高清)(周冬雨俘获文艺男神金城武),999,9.99,院线大片
10570,10862,20170707,白鹿原(02)(高清),99,0.99,精彩点
10570,10862,20170709,鸟人(高清)(奥斯卡最佳影片),499,4.99,精彩点
10570,10862,20170818,楚乔传(03)(高清),99,0.99,精彩点
10570,10862,20170818,楚乔传(04)(高清),99,0.99,精彩点
10570,10862,20170829,【NEW】悟空传(高清)(彭于晏版悟空成暴走猴子),999,9.99,院线大片
10570,10862,20170902,【NEW】绣春刀II：修罗战场(高清)(张震雷佳音飙戏，优质续作榜样),999,9.99,院线大片
10570,10862,20170919,武林外传(高清)(爆笑段子YY江湖),499,4.99,精彩点
10570,10862,20170920,女间谍(高清)(“火辣尤物”爆笑救场),999,9.99,院线大片
10570,10862,20170921,杀破狼2(高清)(吴京十年一战，杀气冲天),499,4.99,热点专题
10570,10862,20170930,【NEW】反转人生(高清)(吴彦祖爆笑毁形象),999,9.99,院线大片
10570,10862,20170930,【NEW】心理罪(高清)(人性贪嗔痴，案情出人意料),999,9.99,院线大片
10622,10910,20170812,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
10636,10158,20170705,饥饿游戏(高清)(女孩格斗中求生),499,4.99,热点专题
10636,10158,20170906,吃吃的爱(高清)(林志玲狠狠“掌掴”小S),499,4.99,精彩点
10636,10158,20170923,使徒行者2(01),99,0.99,精彩点
10636,10158,20170923,使徒行者2(04),99,0.99,精彩点
10636,10158,20170923,使徒行者2(02),99,0.99,精彩点
10636,10158,20170923,使徒行者2(03),99,0.99,精彩点
10645,10931,20170727,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
10674,10729,20170716,【NEW】长城(高清)(鹿晗“回眸杀”，小怂兵逆袭),999,9.99,院线大片
10674,10729,20170812,名侦探柯南(116)(高清),99,0.99,动漫剧场
10674,10729,20170812,名侦探柯南(117)(高清),99,0.99,动漫剧场
10675,11166,20170818,小马宝莉中文版(02)(高清),49,0.49,动漫剧场
10678,10462,20170707,05月26日 奔跑吧：陈赫玩烧脑怒怼邓超 刘涛被众疑超揪心(高清),99,0.99,精彩点
10678,10462,20170710,06月16日 奔跑吧：热巴林依晨变暴力姐妹花(高清),99,0.99,精彩点
10691,10664,20170803,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
10691,10664,20170806,【NEW】女间谍(高清)(“火辣尤物”爆笑救场),999,9.99,院线大片
10691,10664,20170814,【NEW】逆时营救(高清)(平行时空，变异互博),999,9.99,院线大片
10691,10664,20170827,【NEW】雄狮(国语版)(高清)(奥斯卡六项提名，“平民窟”男主寻亲路),999,9.99,院线大片
10691,10664,20170827,【NEW】你的名字(高清)(一场时空混乱的美丽谎言),999,9.99,院线大片
10691,10664,20170912,【NEW】新木乃伊(高清)(“黑暗宇宙”揭怪物序幕),999,9.99,院线大片
10693,10950,20170925,那年花开月正圆(46)(高清),99,0.99,精彩点
10693,10950,20170925,那年花开月正圆(43)(高清),99,0.99,精彩点
10693,10950,20170925,那年花开月正圆(44)(高清),99,0.99,精彩点
10693,10950,20170925,09月22日 极速前进 第四季：潜水女神贾静雯(高清),99,0.99,精彩点
10693,10950,20170925,那年花开月正圆(45)(高清),99,0.99,精彩点
10695,10773,20170824,08月20日 我们相爱吧之爱有天意：吴昕潘玮柏十指相扣(高清),99,0.99,精彩点
10696,10779,20170702,小马宝莉中文版(11)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(23)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(16)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(13)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(22)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(26)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(27)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(14)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(29)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(31)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(25)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(21)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(15)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(20)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(30)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(17)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(18)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(24)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(28)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(12)(高清),49,0.49,动漫剧场
10696,10779,20170702,小马宝莉中文版(19)(高清),49,0.49,动漫剧场
10696,10779,20170703,小马宝莉中文版(37)(高清),49,0.49,动漫剧场
10696,10779,20170703,樱桃小丸子(04),49,0.49,动漫剧场
10696,10779,20170703,小马宝莉中文版(32)(高清),49,0.49,动漫剧场
10696,10779,20170703,小马宝莉中文版(40)(高清),49,0.49,动漫剧场
10696,10779,20170703,小马宝莉中文版(33)(高清),49,0.49,动漫剧场
10696,10779,20170703,小马宝莉中文版(38)(高清),49,0.49,动漫剧场
10696,10779,20170703,小马宝莉中文版(34)(高清),49,0.49,动漫剧场
10696,10779,20170703,小马宝莉中文版(39)(高清),49,0.49,动漫剧场
10696,10779,20170703,小马宝莉中文版(36)(高清),49,0.49,动漫剧场
10696,10779,20170703,小马宝莉中文版(35)(高清),49,0.49,动漫剧场
10696,10779,20170703,樱桃小丸子(03),49,0.49,动漫剧场
10696,10779,20170703,樱桃小丸子(02),49,0.49,动漫剧场
10696,10779,20170703,樱桃小丸子(01),49,0.49,动漫剧场
10696,10779,20170705,小马宝莉中文版(03)(高清),49,0.49,动漫剧场
10696,10779,20170705,小马宝莉中文版(04)(高清),49,0.49,动漫剧场
10696,10779,20170705,小马宝莉中文版(02)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(45)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(47)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(48)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(46)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(50)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(42)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(43)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(41)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(44)(高清),49,0.49,动漫剧场
10696,10779,20170707,小马宝莉中文版(49)(高清),49,0.49,动漫剧场
10696,10779,20170708,小马宝莉中文版(02)(高清),49,0.49,动漫剧场
10696,10779,20170708,樱桃小丸子(05),49,0.49,动漫剧场
10696,10779,20170710,小马宝莉中文版(02)(高清),49,0.49,动漫剧场
10696,10779,20170712,小马宝莉中文版(50)(高清),49,0.49,动漫剧场
10696,10779,20170713,樱桃小丸子(01),49,0.49,动漫剧场
10696,10779,20170713,樱桃小丸子(06),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(54)(高清),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(55)(高清),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(59)(高清),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(58)(高清),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(60)(高清),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(51)(高清),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(52)(高清),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(57)(高清),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(56)(高清),49,0.49,动漫剧场
10696,10779,20170715,小马宝莉中文版(53)(高清),49,0.49,动漫剧场
10696,10779,20170722,小马宝莉中文版(61)(高清),49,0.49,动漫剧场
10696,10779,20170722,小马宝莉中文版(64)(高清),49,0.49,动漫剧场
10696,10779,20170722,小马宝莉中文版(63)(高清),49,0.49,动漫剧场
10696,10779,20170722,小马宝莉中文版(62)(高清),49,0.49,动漫剧场
10696,10779,20170722,小马宝莉中文版(65)(高清),49,0.49,动漫剧场
10696,10779,20170723,小马宝莉中文版(68)(高清),49,0.49,动漫剧场
10696,10779,20170723,小马宝莉中文版(69)(高清),49,0.49,动漫剧场
10696,10779,20170723,小马宝莉中文版(70)(高清),49,0.49,动漫剧场
10696,10779,20170723,小马宝莉中文版(67)(高清),49,0.49,动漫剧场
10696,10779,20170723,魔卡少女樱(07)(高清),99,0.99,动漫剧场
10696,10779,20170723,魔卡少女樱(02)(高清),99,0.99,动漫剧场
10696,10779,20170723,小马宝莉中文版(66)(高清),49,0.49,动漫剧场
10696,10779,20170723,魔卡少女樱(04)(高清),99,0.99,动漫剧场
10696,10779,20170723,魔卡少女樱(03)(高清),99,0.99,动漫剧场
10696,10779,20170723,魔卡少女樱(06)(高清),99,0.99,动漫剧场
10696,10779,20170723,魔卡少女樱(05)(高清),99,0.99,动漫剧场
10696,10779,20170724,魔卡少女樱(10)(高清),99,0.99,动漫剧场
10696,10779,20170724,魔卡少女樱(08)(高清),99,0.99,动漫剧场
10696,10779,20170724,魔卡少女樱(13)(高清),99,0.99,动漫剧场
10696,10779,20170724,魔卡少女樱(11)(高清),99,0.99,动漫剧场
10696,10779,20170724,魔卡少女樱(12)(高清),99,0.99,动漫剧场
10696,10779,20170724,魔卡少女樱(09)(高清),99,0.99,动漫剧场
10696,10779,20170724,魔卡少女樱(14)(高清),99,0.99,动漫剧场
10696,10779,20170724,魔卡少女樱(15)(高清),99,0.99,动漫剧场
10696,10779,20170814,小马宝莉中文版(96)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(98)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(88)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(82)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(72)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(71)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(87)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(92)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(75)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(80)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(97)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(95)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(86)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(77)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(89)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(73)(高清),49,0.49,动漫剧场
10696,10779,20170814,小马宝莉中文版(94)(高清),49,0.49,动漫剧场
